,RATING,VERIFIED_PURCHASE,REVIEW_TITLE,REVIEW_TEXT,NUM_NOUNS,NUM_VERBS,NUM_ADJECTIVES,NUM_ADVERBS,REVIEW_LENGTH,SENTIMENT_SCORE,TITLE_LENGTH,AVERAGE_RATING,RATING_DEVIATION,NUM_REVIEWS,READABILITY_FRE,SENTIMENT_CATEGORY_ENCODED,RATING_CATEGORY_ENCODED,COHERENT_ENCODED,AVG_WORD_LENGTH,LABEL_ENCODED
10565,5,1,Good quality bulb,-PRON- have happi bulb opinion purcha compani vendor sell exact bulb feit such avail larg home repair shop diecast heatsink good len nice bulb -PRON- be happi purchas price definit recommend -PRON-,18,10,11,3,350,0.802,17,5.0,0.0,1,64.38,1,1,1,5.1875,1
10566,5,0,Piggybacking To An Extra Air Tank Expands Capacity -- Instructions in My Video,videoid8a7f866a9ea04beda707f544428dc23 air tank time compressor kick on piggyback compressor extern air tank happi -PRON- video say show piggyback compressor -PRON- will hold rig hand truck make easi around pull compressor hand truck easili time do not need extra tank want compressor truck like that,20,21,7,9,545,0.8271,78,5.0,0.0,1,35.28,1,1,1,5.840909090909091,1
10567,5,1,Works great with CDR/MP3 files,want boombox use preschool class play cd burn cdr mp3 file work great coupl week problem,8,8,4,1,170,0.6249,30,5.0,0.0,1,89.08,1,1,1,4.5625,1
10568,5,1,For Printer,return mistaken order 100 instead 150 lexmark s515 printer 150,1,5,1,1,110,-0.3612,11,5.0,0.0,1,52.87,0,1,0,5.3,1
10569,5,0,"Comfy, easy to assemble and great for any room.",extra chair -PRON- have need while versatil good chair chelsea eam style certainli fit bill assembl minut pretti sturdi comfort sit length time look stock imag look like much -PRON- sit one howev want switch old comput desk chair these plastic chair probabl look kiddi matter look -PRON- appear kind thing -PRON- would elementari school actual like chair look inperson would not get set reliabl arebr br the chair come pack box way -PRON- practic imposs damag ship littl foam cover screw hole tool includ littl bag tape chair yep need assembl includ assembl take coupl minut box instruct easi follow -PRON- will chair need second theyr set want sittingbr br there asid fact theyr comfi back bit lean littl theyr light make transport breez clean equal easi plastic all home hardwood floor have not scratch leg theyv move bumpedbr br i get pair black mainli feel -PRON- would look good time use white red good color too fun set color thing deserv high review rate,65,84,28,34,1890,0.981,47,5.0,0.0,1,-80.1,1,1,1,4.795180722891566,1
10570,5,0,"solid, fast mid-sized SSD",thin wellbuilt drive great perform small packag includ 35 adapt bracket handi upgrad desktop includ i love ssd stickerbr br write perform outstand overwrot entir drive zero block 3x row perform degrad despit raw write dd unix trim invok sustain 135 mb record usb3 plugabl sata dock fast -PRON- have see dock far 7 mm height drive mean fit ultrathin laptop make drive rattl extern case design thick 25 drive case small piec heatsaf foam or pad help skinni drive placebr br the sweet spot ssd price continu drop moment size 200300 gb good price vs capac tradeoff ssd adopt increas there new model week today toprat item middleofthepack month -PRON- wise check new review compar differ avail model also unnecessari buy spin drive small 300 gb mayb 500 gb -PRON- price consciousbr br the ocz disappear ssd compani bankruptci past winter toshiba buy ssd divis new drive show continu lineagebr br a fast solid drive old flash product run toshiba recommend,69,48,37,18,1578,0.9657,25,5.0,0.0,1,-76.04,1,1,1,4.864197530864198,1
10571,3,1,Bad experience,receiv break guitar current wait new arriv replac break one,2,5,4,1,108,0.0,14,3.0,0.0,1,69.79,0,1,0,5.0,1
10572,5,1,Very handy accessory,brush 1977 mgb restor project handi fit small space great tool,5,3,5,1,112,0.765,20,5.0,0.0,1,102.61,1,1,1,4.7272727272727275,1
10573,5,1,Healed my acne!,good natur product -PRON- have skin diy face wash combin raw honey coconut oil alo tea tree oil tea tree oil strong face seborrhea dermat nose howev cool properti alo honey allow rub combin face wash face harsh notic signific result 4 day cystic acnenow heal blemish,28,15,13,9,480,0.7579,15,5.0,0.0,1,40.69,1,1,1,4.680851063829787,1
10574,4,1,Nice bag,make stand fit littl tight insid make littl harder out thi give 5 star,2,7,3,7,165,0.3612,8,4.0,0.0,1,82.65,1,1,1,4.071428571428571,1
10575,5,1,A Big Hit,buy game 8 year old son huge wrestl fan absolut love game graphic great game easi pick learn,8,7,5,2,181,0.9169,9,5.0,0.0,1,87.05,1,1,1,4.166666666666667,1
10576,5,1,Protection that Doesn't Cost an Arm and a Leg,game protect case game sturdi inexpen absorb shock caus littl hand drop unit work well,6,7,4,2,167,0.4939,45,5.0,0.0,1,73.17,1,1,1,4.8,1
10577,5,1,Five stars all the way,wii titl big hit home famili friend come home nice group -PRON- have find lot fun playabl do not play video game find nice young video game enthusiast like drag will nonwil peopl round thi nice choo length time wish play too,21,16,7,10,450,0.9488,22,3.5,1.5,2,71.15,1,1,1,4.357142857142857,1
10578,4,1,"Quality item, works well",qualiti item appear good metal surfac color free defect match color rifl perfectli instal firmli ga block line perfectli sight reason give 4 star instead 5 feel instal tighten knob littl large need be -PRON- big deal -PRON- be happi item,18,12,10,8,411,0.2263,24,4.0,0.0,1,38.32,1,1,1,4.804878048780488,1
10579,5,1,Wonderful perch!,recent adopt cat want start item comfort rememb cat kid love sit window like good fit arriv impress easi assembl instal look attract comfort cover layer eggcrat style foam waterproof layer that come actual cover bolster cover soft plush bolster cover smooth fabric fit plastic frame frame do not feel overli heavyduti adequ cat pretti small pound can not hold 20 pound catbr br there way instal thi use enclo screw simpli screw window sill slide cover -PRON- done do also velcro strip can not work imagin tape command hook possibl damagefre instal too velcro and command tape need sit time use productbr br the bolster show window side backward -PRON- cover bolster side bolster zip off cat like sit perch away window bolster comfort spend lot time there comfort new home happi decis highli recommend product,62,72,29,25,1656,0.9851,16,5.0,0.0,1,-59.13,1,1,1,4.905109489051095,1
10580,4,0,"Compact, fair price, will last from infant to about 3 years old.",car seat like decent inexpen solut child pro small fit middl small sedan fit 2 adult hassl easi instal car seat leav lot desir 5 40 pound birth till 3 year age obvious vari depend child rough estim face carseat goe 65 pound forward face buckl work fine graco buckl voluntarili recal new style alreadi do not forese recal easi adjust buckl off con graco car seat cushionfabr like -PRON- good qualiti thi small disappoint overal look carseat get 150 spend good choic,35,35,18,13,926,0.9169,64,4.0,0.0,1,4.15,1,1,1,4.602409638554217,1
10581,5,1,A very useful tool to really use screwdrivers with the Leatherman multi-tools,tri use leatherman multitool tight area get bit cramp leatherman tool usefulbr thi solut -PRON-,7,7,4,3,170,-0.2023,77,5.0,0.0,1,64.71,0,1,0,5.4,1
10582,5,0,"A beautiful watch, 2 different band colors, but one design flaw may or may not be important to tyou",actual beauti piec especi guy usual prefer sport watch need dress watch dressy occas will not break bank look far pricy watch actual occasionsbr br better yet come 2 band color leather tan black easili match one belt shoe accessor watch even day wellbr br i person prefer watch gold band wear daili do not wear band take shower swim occasion dressi out work perfectlybr br the face skeleton watch creat stylish interest look piec jewelri frankli woman love larg watch flow way beauti piec fanci box come equal look watchbr br that say agre review mention difficult read time find problem concur hand small cut make dark area watch blend caus read hand incorrectlybr br but valu -PRON- constant problem set asid watch favor opinion,59,46,21,21,1424,0.6808,99,5.0,0.0,1,-39.5,1,1,1,4.801587301587301,1
10583,5,1,Love Pistacchios!,love pistacchio especi love singl serv bag neg pistacchio open feel like -PRON- have wast money,5,10,5,6,199,0.8979,17,5.0,0.0,1,72.16,1,1,1,5.0,1
10584,5,1,Worked perfect for a center of table deck light,work perfect center tabl deck light fact come mount option great super bright excel purpo,7,4,5,2,154,0.9559,47,5.0,0.0,1,73.17,1,1,1,5.0,1
10585,5,1,As advertized.,good qualiti cabl long reach tablet mount overhead consol could not softwar open laptop app tablet,8,10,6,4,194,0.4588,14,5.0,0.0,1,72.16,1,1,1,5.1875,1
10586,5,0,great stickers,perfect have yard garag sale print price inform stick item altern like super organ box basement garag million knick knack descript good abil peel repeel need place label constantli crossout label -PRON- simpl print label adher object experi problem item,24,18,8,6,544,0.8834,14,4.5,0.5,2,47.8,1,1,1,5.35,1
10587,3,0,Solar Watch?,come citizen watch hit miss regard valu huge hit make classic distinct watch big miss come cater young horologist timepiec drive collect honestli lag term design distinct qualiti longterm owner timepiec timepiec citizen actual confus owner drive regard overal valu piec love leather strap signific movement -PRON- like watch watch 3 direct second display big watch regular time display militari display small weak watch overal nobl watch good one citizen overal moneybr br price cbr br setup comfort cbr br overal c,44,30,21,13,1032,0.7845,12,3.0,0.0,1,-11.76,1,1,1,5.2926829268292686,1
10588,5,1,Sometimes the real deal is the REAL DEAL.  This is one of those times.  You won't be sorry.,go tri homeless despot buy weather strip figur foam foam decid packag case overlookedbr br i guess correct densiti aw lot trial error mention unnecessari disassembl reassembl bass guitar projectbr br just right buy these do not come there,15,21,4,10,450,-0.4019,91,5.0,0.0,1,31.89,0,1,0,5.128205128205129,1
10589,5,1,Good item,person do not own like glock get assist work that,1,5,0,5,113,-0.2755,9,5.0,0.0,1,95.17,0,1,0,4.0,1
10590,5,1,Keeps the size and shape of the iPad Air that we all love while making it feel protected,issu case keep size shape ipad air love make feel protect spot lock posit perfect need thank -PRON-,8,8,3,0,205,0.9186,88,5.0,0.0,1,87.05,1,1,1,4.555555555555555,1
10591,4,0,More Useful as an MP3 Player than a WAV Recorder,"receiv free item review interfac littl quirki multius button better think out modeselect button lot think function better larg round button small push switch comfort right lefthand user slide power switch lie flush case textur do not easi grip – press push -PRON- do not like can not select play directli adjust volum select stop – that’ bad design select delet file intuit -PRON- would like unit recogn window 7 easili folder access directli wav file bit rate be not adequ music record record work fine scratch pad save instrument vocal idea frankli it’ fullfeatur use zoom h2 record they’r differ price point it’ fair compar mp3 player mode come "" cpop "" record sound like male femal chine vocalist sing english phonet unit’ builtin speaker use bud sound good seven eq preset 34 notic distinct ear includ dynam bass boost overal make compact littl mp3 player decent sound good design good record capabl competit product ring",58,57,39,29,1600,0.9454,48,4.0,0.0,1,-66.91,1,1,1,4.904458598726115,1
10592,5,1,handy,great tool determin 110vac applianc devic suck hard earn money wallet nice calcul behalf,7,8,5,2,174,0.5574,5,5.0,0.0,1,48.81,1,1,1,5.357142857142857,1
10593,1,1,"Don't expect this to last even a year.  They don't make replacement parts, so you'll have to buy another one soon.",revis review see origin below recommend buy product omron plan obsolesc polici year purchas bladder tube fail phone omron custom servic purchas replac bladder tell buy new unit time unit last year direct origin review follow cuff wide -PRON- be 6134 cover upper arm compar 15 year old lumiscop 1334 cuff read littl higher not low arm arm reproduc better can not explain -PRON- think -PRON- littl sensit ear sound loud mayb high frequenc loud bass recommend brand construct sturdi less good old lumiscop can not find that compar cuff avail amazon 25 nylon bladder cuff tri do not work all cuff amazon cheap chin rubber decay year check long warrante limit 1 year part maj latex bladder hope have spend lot time shop like lumiscop purcha second backup weak point unit cord suppos replac have not check replac part,57,56,33,22,1480,0.841,114,1.0,0.0,1,-53.71,1,0,0,4.8,1
10594,4,0,Great for our almost toothless dog.,delight meal littl 12 year old minipin unfortun lose tooth -PRON- moist way be packag conveni reseal tub meal littl bit costli dog food fit budget good one,13,14,13,3,338,0.765,35,4.0,0.0,1,68.44,1,1,1,4.571428571428571,1
10595,5,1,Highly versatile weather seal,look review wide varieti applic versatil weather seal use date 1 insul door humidor asinb005klqurg havana cigar cafe display humidor find spong rubber weatherstrip compress short period time provid necessari seal rubber weather seal work perfectli applic 2 bed rail fasten gasket convent use product effect -PRON- bed wooden head foot board wooden rail fasten foothead board metal hardwar movement bed friction rail headfoot board result distract squeak sound rubber weather seal gasket piec meet elimin nois fact can not believ work purpo suggest tri encount annoy purchas septemb 2014 pay 699 -PRON- be happi perform product,57,26,15,11,1139,-0.6705,29,5.0,0.0,1,-26.99,0,1,0,5.463917525773196,1
10596,3,0,"Get the basics right, please, before investing in features development",belkin qode keyboard kindl hdx 734 -PRON- be sure touch typist ill find handi large unit -PRON- be surpris disappoint keyfolio model key respon 34feel34 way visual assess unit off moment turn and indic briefli light -PRON- certain inadvert leav time time drain batteri lifebr br i borrow daughter 1034 pad function agre tablet hold 34stretchi bands34 work better initi appear case weight pad nice balanc easel function pad insert far stablebr br the case close secur thin unit offer moder protect again badbr br write thi -PRON- have key stick time creat text liiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiik thisbr br the instant 34tap launch34 featur nice consid one iconograph function key keyboardbut overal keyfolio go offer mix bag help featur needless frustrat user -PRON- would wait version model,48,45,21,19,1379,0.9001,70,3.0,0.0,1,-63.87,1,1,1,5.368,1
10597,5,0,My daughter's class really liked it,caddi pretti color coordin keep scissor neat today place scissor great art craft daughter kinder class class use now,10,5,8,2,205,0.8834,35,5.0,0.0,1,69.11,1,1,1,5.157894736842105,1
10598,4,1,"Received today and used once, so far I'm impressed, update to follow after I've had it awhile",day arriv cut an updat -PRON- have awhil manual mower batterycharg except easi understand english assum spanish includ -PRON- be unabl understand 10 year warranti motor 4 mower 2 batteri -PRON- cost send drop repair mower look slick mulch plug instal remov instal light touch bag look like -PRON- good qualiti plan use batteri 40v 146wh come 45 charg charg strength point 1 hour 10 minut batteri instal uninstal like -PRON- would cordless drill 34sweep34 mower flexibl plastic soft materi eg rubber find mower -PRON- have own oper the cut height adjust easi use design see engin section start instruct simpl hold button easi pull safeti bar easi let button start mower quiet cut 2 a.m. wake end unit town hous requir 25 charg save lot time 10 min 30 min job have retriev hookup shift around curl up store cord mower mulch good electr unit replac a bit grass mulch plug do littl grass stuck undersid deck deck nonmet strong cut level engin if greenwork engin read good job carri handl nice more like fantast batteri instal uninstal mower handl cam mower handl save time fold unfold handl height control lever stick straight mower clean contact grind -PRON- light unit,89,81,32,20,2021,0.975,93,4.0,0.0,1,-13.62,1,1,1,4.8059701492537314,1
10599,5,0,Michael Nyman pays tribute to Handel in is own inimitable way PLUS a 50 minute documentary on Nyman himself,"michael nyman pay tribut handel inimit way plu 50 minut documentari nyman himselfbr br for reason music store concert program file british compos michael nyman "" classic music "" find interest that’ nyman’ music about off wellknown film score "" the piano "" write film score peter greenaway film so john william "" classic composer”br br next fact record music michael nyman band not michael nyman orchestra look instrument use french horn electr guitar drum string player "" piec short last 5 minut ye write repetit rhythm like phillip glass nyman’ work fast "" borrow "" tune insert piec like phillip glass john adam love nyman’ workbr br thi wonder bluray disc contain 2009 concert hold german label arthaus’ intim concert hall occas premier nyman’ tribut work handel piec titl "" musicologist scorse "" 2131 16 piec 89 minut concert nyman’ "" hit "" but "" the piano "" new or 2010 camera work superb bonu – familiar compos – 52minut film "" michael nyman – compos progress "" 2009 film avail dvd arthau it’ nice bonusbr br if nyman fan like -PRON- -PRON- will want bd new nyman short attent span instrument work great start watch "" portrait "" concertbr the bd come 20page booklet photo essay english french germanbr br i hope find review inform helpfulbr br steve rammbr "" anyth phonographic """,68,51,32,14,2083,0.9892,107,5.0,0.0,1,-125.1,1,1,1,4.711111111111111,1
10600,5,1,Very nice,buy christma gift know jewelri recipi thrill -PRON- mission accomplish,4,5,0,1,139,0.802,9,5.0,0.0,1,52.87,1,1,1,6.1,1
10601,5,1,Good stuff and it works,problem west nile have good repel highli import area stuff work great spray keep bug away time exactli look garden,6,10,4,4,221,0.6486,23,5.0,0.0,1,76.56,1,1,1,4.75,1
10602,3,0,Great if it's on sale.,come nearli twice thick ps vita -PRON- soni probabl mean put luggag travel pouch -PRON- pad reason transport luggag laptop bag etc -PRON- be sure -PRON- would want standalon casebr br i have not see person order littl surpris soft case feel construct be not go stand muchbr br the interior divid great job hold game be not stitch way through there risk hard object scratch side divid shift much similarli definit would not want use carri usb cabl clean cloth game fit ac adapt power cord pouch possibl guess -PRON- would concern plug scratch vitabr br amazon usual half msrp nice deal price though can not -PRON- would recommend thi,34,44,19,29,1090,0.902,22,3.5,-0.5,2,-15.82,1,1,1,4.702702702702703,1
10603,4,0,Diamond Quartz,come bulova watch year sophist innov late watch percisionist line stop let great watch compani 100 year class diver show luxuri diamond piec easi setup diamondstud quartz piec set nice fit wrist easi read understand time thing do not like piec 24 hr subdial vertex ampm indic couldv show day week well hour glimp much firmli great watch money well recommend piec bulova man want bl bucksbr br price bbr br setup comfort bbr br overal b 12,43,32,12,17,935,0.9732,14,4.0,0.0,1,9.23,1,1,1,4.628205128205129,1
10604,5,1,Excellent double food or water dish.,nice doubl contain set cat small dog use water but cour food water other visa ver stainless steel bowl easi clean too,11,7,7,1,215,0.6652,36,5.0,0.0,1,74.53,1,1,1,4.363636363636363,1
10605,5,1,waiting...,mean white one theyr like 34daylight34 bulb eventu ill replac high mount brake light particular bulb -PRON- bright think fine,7,9,4,2,194,0.5267,10,5.0,0.0,1,68.1,1,1,1,5.3,1
10606,5,0,Works well in my Sony camera and for transferring images onto my computer,happi card work soni nex 5 t camera use adapt card work camera usb 30 adapt abl use burst shoot mode camera issu slow card do not let pictur quick sequenc samsung evo class card speed rate slow card purpo can not tell differ speed both card fast camera samsung slightli cheaper come adapt recommend card price differ need extra speed card offer,31,21,14,7,644,0.0258,73,5.0,0.0,1,32.91,0,1,0,4.476190476190476,1
10607,3,0,"wrong size was shipped! 3 FEET, not 3 meters!",ship cabl 3 foot long 3 meter otherwis work fine tell,4,6,2,3,105,0.2023,45,3.0,0.0,1,77.23,1,1,1,3.909090909090909,1
10608,5,0,Great condtioner,panten good product -PRON- be earli 30 do not dye heattreat hair can not tell condition improv hair feel soft,7,11,6,3,180,0.4404,16,5.0,0.0,1,68.1,1,1,1,4.5,1
10609,5,1,good starter,buy starter caus dude previou review say work 98 dodg durango same vehicl havework goodi updat review problem occur,6,8,4,0,185,-0.4019,12,5.0,0.0,1,43.73,0,1,0,5.105263157894737,1
10610,3,1,Inner Freedom,wick provid reader rel concis somewhat redund path help gain inner freedom littl book provid 30 day 34home retreat34 appendix addit read list book contain practic advic practic approach wick move perspect psycholog spiritu way do not mesh well note messag get littl redund beli simplic difficulti task hand manag elimin head trash hold person profession growth book ok interest selfhelp type book there,31,15,16,14,715,0.9597,13,3.0,0.0,1,6.52,1,1,1,5.296875,1
10611,5,0,was skeptical at first,good product child ever kid son far toy know play grow pile skeptic open start transfer start complet ador transform ot great deep buy soon sturdi 185 lb sit stay firm look like pictur true color side mesh net extra storag need love love love bin,19,22,13,11,520,0.9786,22,5.0,0.0,1,58.63,1,1,1,4.369565217391305,1
10612,5,1,Love the Jazz III's I prefer the Max Grips but ...,love jazz iii prefer max grip good good option do not like feel heavi grip pick,4,5,3,3,135,0.8355,50,5.0,0.0,1,97.54,1,1,1,4.0,1
10613,3,1,Excellent fit and finish,use socket breaker bar remov tighten wheel lugnut -PRON- have go thriugh coupl stand torqu gener breaker bar far good updat low 3 star year so dozen time break buy inexpen amazon free prime ship,15,16,5,8,372,0.7003,24,3.0,0.0,1,61.33,1,1,1,4.571428571428571,1
10614,3,0,"Um, you really want to buy this?",get -PRON- think ye think no durabl good outfit pack recommend come 1 wig advic think ok addit monster high doll collect do not want bald buy wig do not thi final let know come 1 pair shoe want buy -PRON- come 2 torso,12,25,5,10,452,0.6067,32,3.0,0.0,1,60.66,1,1,1,3.9545454545454546,1
10615,5,0,Work great for on the go.,speaker version 6 month hold work great use train room work stereo hook phone work greatbr br thi speaker version bit loud speaker room use 25x35 help bit will not fill room sound improv small room like offic mayb 15x 15 loudbr br even volum sound decent be not lot crackl bass cour lack comparison larg system expect includ carri case speaker compress lock half size use hold charg hour charg quickli cord charg connect phone includ wall outlet adapt isbr br overal make compact good sound need use great want cheap bedroom solut ot use smartphon pandora etcth decent,46,49,14,18,1162,0.936,25,5.0,0.0,1,-4.65,1,1,1,4.69,1
10616,4,1,Works OK and loads fast,cheapi work ok -PRON- day coupl month problem old dvd player problem play old homemad dvd slow load good respect,13,10,6,0,243,0.6369,23,4.333333333333333,-0.333333333333333,3,76.56,1,1,1,4.65,1
10617,5,1,worked great. I have no regrets about spending the extra ...,coupl time work great regret spend extra set actual transmit mean current last cheap one garbag comparison need throw point soon,10,13,4,4,263,0.3182,60,5.0,0.0,1,58.62,1,1,1,5.142857142857143,1
10618,5,0,PURRRRRfect,videoidmo1ap6fggkmq5ufhop video explain word not haha cat love brand wet cat food,8,4,3,3,136,-0.7048,11,5.0,0.0,1,76.22,0,1,0,5.833333333333333,1
10619,5,1,happy girlfriend,extra point girlfri goe wrong thisbr need start yunger save skin good look -PRON-,4,6,5,1,135,0.4588,16,5.0,0.0,1,91.11,1,1,1,4.857142857142857,1
10620,5,1,Great little tool,great littl tool handi woman call friend help fix hehe work time proud fix cabinet door replac lamp bathroom holder good need extra hand hold screw power angri mosquito thing easi tool quick fix ladi minder heavi iron lol,19,19,12,8,463,0.9666,17,4.666666666666667,0.333333333333333,3,48.81,1,1,1,4.6923076923076925,1
10621,4,0,Finally a remote capable switch that fit into my standard switch box in my wall...,give 5 star review want to could not reason buttonsbr br to bit background great room recess can ceil light room peak ceil slope fireplac control main one bank switch hallway kitchen right traffic pattern control edg room fireplac exact opposit room do not often despit use sometimesbr br so light real pain here especi bounc type light tri find work well main one sundown lead now nice 6k unit brighten area -PRON- be fine son build lego megablok set need light sunset main do not provid light that time usual turn othersbr br i think remot -PRON- -PRON- would like use need thingsbr br thi fourth tri kind wireless control locat bulki fit 34standard34 box builder wall switch fit do not cram there come wire connector hook wire wall larg cover strip copper exist wire larg bulki shove box dimmerbr br the wall plate pice piec screw screw actual switch hardwar plate snap place that plate stick wall standard wall plate doe notic more instal take 6 minut start finish includ trip basement turn circuit onbr br the remot come unsynchron sync switch easi enough hold wall switch 10 second so switch remotebr br -PRON- work well like dim bulb turn on dim well instant bright dark 34favorite34 rais button remot handi prefer set want use time remot respon accur -PRON- have misfiresbr br now reason take star button hate feel -PRON- there button center under button roll -PRON- direct feel like -PRON- come loo someth tilt center pivot point hit edg downsid 34favorite34 34last34 set wall switch -PRON- instal macl153mwh switch mom condo that singl button feel better rememb favorit set wall switch do not function unfortunatelybr br -PRON- wishlist item wouldv lead easi find dark lead light on 34rais icon34 34easili find dark34 pretti useless youv get hand switch feel rais icon clearli youv find switchbr br appar cfl can dimmabl soon turn on start blink off would not work simpl onoff switch good give excus buy better lead can leave have not swap lead yetbr br but say switch -PRON- have tri home fit switch box wall work well despit lack enthusiasm button,154,142,76,84,4315,0.9693,82,4.0,0.0,1,-265.51,1,1,1,4.7703081232493,1
10622,5,0,"Firm, sturdy feel.",small size notebook make easi slip pack pocket permiss slip etc,6,3,3,0,120,0.0,18,5.0,0.0,1,85.69,0,1,0,4.818181818181818,1
10623,1,1,Does not work on the passenger side of 2003 Explorer.,good blade vehicl 2003 ford explor blade wipe passeng windshield end blade leav passeng windshield complet unclear,11,4,3,2,220,0.2263,53,1.0,0.0,1,62.68,1,0,0,5.764705882352941,1
10624,4,0,"Good length for my needs, kinks from packing are working themselves out",need rel short garden hose apex rem 15foot hose fit bill reason price amazon item sell remnant ie leftov longer hose necessarili match stock photo attach photo under custom photo hose receiv green lightduti 3pli hose look like longer hose buy local home improv store 15feet 58 inch hose reinforc come standard brass coupl coupl good connect leak teflon tapebr br the hose come tightli wrap caus kink hose highlight attach photo howev day sun water run hose kink work water flow imp significantlybr br overal plea purchasebr br ali julia review,45,28,16,9,964,0.8225,71,4.0,0.0,1,-13.45,1,1,1,4.913043478260869,1
10625,4,1,Great...initially,take 4 month old german shepherd puppi 15 minut figur time get 1 minut clear day though get quick love -PRON- get excit time see -PRON- love 3 week destroyedbr br i like work think take star be not durabl item big puppi,12,17,9,5,430,0.926,17,4.0,0.0,1,61.67,1,1,1,4.116279069767442,1
10626,5,1,Glad to Get,buy actual tool year ago extrem handi onc unfortun blade prove bit difficult find big box store stock import blade usa,7,10,4,5,224,-0.3612,11,5.0,0.0,1,67.08,0,1,0,4.666666666666667,1
10627,4,1,garage door alarm,simpl effect garag door alarm thing drive person crazi fal alarm caus die batteri send -PRON- chang batteri well mount close door door gasket keep door floor distanc alreadi distanc wise furthest door 4550 foot away work fine happi detach garag,19,16,14,5,443,-0.4019,17,4.0,0.0,1,55.24,0,1,0,4.975609756097561,1
10628,3,1,Your ordinary color code dots,larg pack color code dot use mark exercis dvd recent like use color rate code work price right easi bind,10,8,3,2,218,0.3612,29,3.0,0.0,1,76.56,1,1,1,4.25,1
10629,3,1,i had it replaced once since the aux input broke ...,replac aux input break new retain charg 2 hour usesuck,6,5,3,3,128,0.0,52,3.0,0.0,1,78.25,0,1,0,4.5,1
10630,3,0,Not Sure About This,hous live near wood -PRON- go rodent problem rule outdoor come indoor includ crawlspac atticbr br still refus follow rule enjoy kill anyth -PRON- have trap intrigu check out good mousetrap despit claim -PRON- human real doubt quickli mechan killsbr br ultim -PRON- individu comfort particular mean extermin -PRON- be comfort one,20,26,9,13,659,-0.2732,19,3.0,0.0,1,27.16,0,1,0,5.326923076923077,1
10631,4,0,To begin again,1945 year zero year real battl peac begin way ian buruma set write histori year examin aftermath war littl know fact incid popul book frequent reader time period histori point reader catch guard comparison celebr ve day compar beatl mania structur write confus place write germani sentenc japan comparison break organizationbr br much studi rebuild war horror inflict peopl surviv fight surviv peac ration cut britain armistic retribut soldier civilian reject soldier return friend rel examin learn grave open search valuabl gold tooth dead crow sale food reconstruct roadblock come warbr br thi hard read know kill reveng fill page be place tough view human behavior hard attempt bring shatter countri peopl semblanc normal life outstand analysi british elector reject churchillbr br still choppi write sentenc structur read wish learn time wwii attempt peac despit terror face interest histori read list,83,47,29,16,1826,-0.9834,14,4.0,0.0,1,-71.65,0,1,0,5.425531914893617,1
10632,5,0,Good no nonsense razor,sure gillett go away batteri power devic think mayb gimmicki time tell razor nice purchas 2 batteri power gillett find 34manual34 razor bit surpris have ne worri batteri make conveni function far commerci portray -PRON- be sure -PRON- have contort face therethough do habit,9,25,9,15,515,0.7506,22,5.0,0.0,1,35.28,1,1,1,5.2272727272727275,1
10633,1,1,No Subtitle Support,read review decid stream player search buy set problem howev fulli enjoy movi need subtitl player utmost surpris support subtitl use reason star ratingbr br if interest item suggest read review jean luc unfortun fail prior purchas comprehen inform review see majorr aid decis make purchas review list numer pro con read purchas item lack subtitlecc support identifi do not need subtitl player -PRON- big plu requir credit card start roku 2 xs 1080p doe tri roku bad send back wil soni hope subtitl upgrad futur wish think know,38,51,14,12,1089,0.7783,19,3.0,-2.0,3,-18.87,1,0,0,4.921348314606742,1
10634,5,1,She will love it,order gift daughter collect figuresstatu look nice rest 34family34,5,5,5,1,163,0.6908,16,5.0,0.0,1,45.42,1,1,1,6.444444444444445,1
10635,5,1,Great looks and fit; as durable as the original,get replac age headband asinb0006nl5sm beyerdynam dt 770 pro 250 ohm fine good style compar origin pro look similar origin one snap color fit tini bit tight ok length perfect cushion nice do not feel headphon weight con materi feel delic like -PRON- will probabl wear fast origin time tell undersid materi what contact metal band nearli durabl materi origin tough issu give dt 770 adjust stay put manifest intern tear think price nice replac headband ill updat period age note perform far good followup month in -PRON- be up 5star -PRON- last take normal use minor abus like fall prey cat shenanigan rip tear soft followup oct 2015 go strong tear snag impress amend early concern heavyduti take daili use while have not shr,40,50,34,23,1288,0.9788,47,5.0,0.0,1,-38.49,1,1,1,4.792,1
10636,2,1,Not as advertised,fit good do not like ring bright silver contrast like pictur show -PRON- wash out -PRON- be sure use patina achiev look buy again,8,13,3,8,235,0.2672,17,2.0,0.0,1,80.96,1,0,0,4.416666666666667,1
10637,1,1,Not genuine but a remanufactured cartridge,product list state cartridg drill refil repackag toner cartridg receiv offic depot brand recondit toner cartridg connect hp manufacturerbr br if want refil laser toner cartridg buy low cost sell surpris send refil cartridg,18,25,3,4,465,-0.2023,42,1.0,0.0,1,28.51,0,0,1,5.5588235294117645,1
10638,5,1,wonderful everyday studs,impuls purcha happi listen great review nice qualiti especi low price look beauti on theyr right small size everyday find theyr ideal wear attentionget necklac bracelet do not steal spotlight all have not problem back fall -PRON- feel secur possibl improv previou review write plea ear definit repeat purchas,16,26,13,13,613,0.9199,24,5.0,0.0,1,30.2,1,1,1,5.3061224489795915,1
